Row,amygdala,angular gyrus,caudate,cerebellar cortex,cingulate gyrus frontal part,cingulate gyrus parietal part,cingulate gyrus retrosplenial part,claustrum,cuneus,dentate nucleus,epithalamus,fastigial nucleus,frontal operculum,frontal pole,fusiform gyrus,globus pallidus,gyrus rectus,hippocampus,inferior frontal gyrus,inferior temporal gyrus,insula,interposed nucleus,lingual gyrus,medial frontal gyrus,middle temporal gyrus,myelencephalon,nucleus accumbens,occipital pole,occipito-temporal gyrus,orbital gyrus,paracentral lobule,parahippocampal gyrus,parolfactory gyri,planum polare,planum temporale,pontine tegmentum,postcentral gyrus,precentral gyrus,precuneus,putamen,red nucleus,subcallosal cingulate gyrus,substantia nigra,subthalamic nucleus,superior frontal gyrus,superior parietal lobule,superior temporal gyrus,supramarginal gyrus,temporal pole,thalamus,transverse gyri
planum polare,0.0008056827050364287,0.006005679525325231,0.000229593852683045,0.0,0.0,0.0,0.0,0.0,0.0059070149572679545,0.0,0.0011728692077235185,0.0,0.0004434060505228053,0.013076328499704708,0.14903446666657313,0.0,0.05634962607999125,9.468992905970796e-06,0.0057876588861939275,0.04498601628479738,2.3614031691433343e-05,0.0,0.056953888108768565,0.03877049920062996,0.03530812102916029,2.7004164954064864e-05,0.00019616012464467896,0.10513726766481542,0.022968971162357455,0.03709331844480325,0.0,0.00469381485383382,0.0014553023788448202,0.17185567477913866,0.02001055383555001,1.6833765166170306e-05,9.00138831802162e-06,0.0093116439621259,0.029976610418510782,0.0005446424438138017,0.0,0.0,0.0,0.0,0.06136620500065698,0.027015504365322632,0.28107805302542505,0.04630980487328149,0.18647954066266118,0.002334282103042282,0.012260124691439422
planum temporale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006149281035395458,0.0,0.0,0.0,0.001296404996921038,0.00039684397405749555,0.04945064838255471,0.0,0.0018520585831013608,0.0,0.00038243947409170626,0.09108109373368241,0.0,0.0,0.0,0.0013036072469039329,0.05230742083826988,0.0,0.0,0.0,0.0,0.0016957697584725469,0.0,0.0,0.0,0.08916385478823584,0.1431252723350775,0.0,0.0003014141617841414,0.03591473976470249,0.05978443665801196,0.0,0.0,0.0,0.0,0.0,0.0023392907944441844,0.051818748176930475,0.1943599180383952,0.23264455815996918,0.11429070441605958,0.0,0.0008116935730722277
pontine tegmentum,8.234664214273868e-08,0.0007353966876557277,2.0071994022292552e-05,0.09633109888464766,0.0,0.0,0.0,0.0,0.003675748238646498,0.03044522111967388,0.00010318034260485156,0.0,1.8939727692829897e-06,0.0017017139465402306,0.0010850405301937962,7.822931003560174e-07,0.0005368589334495849,0.00012286119007696612,0.005163402088936679,0.0003596283728978755,0.0,0.009871756633392584,0.001149888510881203,0.0034245498067900734,4.994323845957101e-05,0.17436164471277737,0.0,0.00970623988268568,0.00033994752542576095,0.004753171704442091,0.03509397728187898,4.782281242439549e-05,0.0,0.00022416814657307037,0.0,0.1066299052041925,0.011851411083825094,0.05722404034458446,0.0285206771594954,7.122984545346896e-06,0.0013306188037239786,0.0,0.000373174395530356,5.620158326241915e-05,0.057869555672341394,0.045174338546479655,0.00022651502587413844,0.00016069947214155455,0.0003186815050923987,0.007757877156267411,0.0
postcentral gyrus,0.0,0.009902812399990924,0.00024386942878544616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006007962170250691,0.00046750896025785104,0.023635580692459073,0.0,0.0,0.0,0.09875545671730171,0.03130168044600339,9.916616329922175e-06,0.0,0.0,0.03681952377076401,0.02065297983214104,0.046437848281482126,0.0,1.0313280983119063e-05,0.0,0.0,0.016897279562742274,0.0,0.0,0.0,0.0,0.02894826905858626,0.1897763493619173,0.0627555214529731,0.003462723756547545,7.774627202658986e-06,0.0,0.0,0.0,0.0,0.012515721803529459,0.004149746935884553,0.0010576666312841795,0.023968223670629982,0.001655995594166364,0.00011979272526545988,0.001297569413537657
precentral gyrus,0.0,0.0031736875188534486,2.7720618015800088e-05,0.0007908898020606822,3.918108553469977e-08,0.0,0.0,0.0,0.0002870014515416758,0.0016029569808528696,0.0,0.0,0.013691889111729137,0.022919171888950304,0.05565514516807687,4.897635691837471e-07,0.0,0.0,0.01926908155108044,0.09269239842666001,0.00010298748332795834,0.0005297870480574429,3.1344868427759814e-07,0.07541698764138446,0.08249646126230722,0.06866453895087707,0.0,0.0,0.0,0.0014364765484159302,0.10076350614138048,7.836217106939954e-07,0.0,0.0007636001759857637,0.0002714465605844,0.04271326039565295,0.03445471036773447,0.2108343616082723,0.00018352420464453373,3.692817311645453e-05,8.612002600527009e-05,0.0,0.00014973051837085516,3.2481119908266106e-05,0.042502642470361174,0.00036587297672302646,0.0015010861584626501,0.008674026258928439,0.0013266127845766322,0.000641551094545174,6.788123068886735e-05
precuneus,0.0,0.0013848413133982947,0.001510887082071274,1.038838752799281e-06,6.890963726901897e-06,0.00012150950611908922,0.00025242050295101195,3.635935634797483e-06,0.047999198293506504,0.0,6.92559168532854e-08,0.0,0.0,0.00031755569275152684,0.002473544326331941,0.0,0.05012836757328549,0.00017528672555566533,0.0244643063488388,0.0014569194088633515,0.00010772757866528543,0.0,0.00285569847552837,0.00167580273407816,0.0007954388330184093,0.0,0.00037747937480883204,0.23014438923709032,0.00034717991118551965,0.03965077842438564,0.0006857028327643787,0.0024486814521816115,0.0,0.0036388616972845345,0.0006871572070182977,0.0,0.0007081417498248431,0.0003329997622098095,0.11015969063935989,0.0,0.0,0.0067159713389928575,0.0,0.0,0.005193068355347538,0.1386835710663877,0.010427101585513795,0.0009671588788561305,0.0024697352509050106,0.0006861356822447117,0.004228368061539699
putamen,0.0006030918978811138,0.0044030171170358475,0.0005951229246004436,0.0,0.0,0.0,0.0,0.0,0.028007115974380707,0.0,0.0,0.0,7.650214349443303e-06,0.03913052763847127,0.08314252954974982,0.0,0.12039269825291417,0.0,0.07887275366596677,0.03892174053851771,0.0013805449311432895,0.0,0.16623915781340298,0.09926184994295809,0.01794644658700031,0.0,0.00023938795735133005,0.15229504836688643,0.11388842226123123,0.24149144753849572,0.0040335755157439816,0.0013368749575652173,0.0010853741608272687,0.00858322174114416,0.0,0.0,0.0022829514654463725,0.0059840614159207975,0.02302332008464962,0.0014803164766172792,0.0,0.0,0.0,0.0,0.10087349509924082,0.02124719531985387,0.0231383920588225,0.0007959410512733304,0.013865375990503534,0.001430271324414671,0.0
red nucleus,0.0,0.0,0.0,0.007618830413316204,0.0,0.0,0.0,0.0,0.0,0.1479899009516411,0.000408024360301546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04813083862369285,0.0,0.0,0.0,0.1646458473276186,0.0,0.0,0.0,0.0,0.0028187534410351344,0.0,0.0,0.0,0.0,0.11278755472248107,0.0009728441079678783,0.0063609037828668965,0.0,0.0,0.09401843414860996,0.0,0.010305733187703678,0.00038307963958442094,0.020080500177285694,0.0,0.0,0.0,0.0,0.016668418736336083,0.0
subcallosal cingulate gyrus,0.0,0.0,0.01924371369424651,0.0,0.0,0.0,0.0491580772837571,0.0,0.06131014735952011,0.0,0.0,0.0,0.0,0.0006767992638783794,0.0,0.0,0.4271545630076763,0.0,0.0,0.0,0.0,0.0,0.0,0.0014134125062835404,0.0,0.0,0.006692200953664241,0.0,0.0,0.10199594330126457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2700756810702278,0.0,0.0,0.06426315528569164,0.0,0.0,0.001193411777044624,0.2298061248694642,0.0,0.0,0.0,0.0,0.0
substantia nigra,0.0,0.0,0.0,0.008638781109752964,0.0,0.0,0.0,0.0,0.0,0.026285871795288452,0.0,0.0,0.0,0.013657507295779853,0.0,1.7453298884132362e-05,0.0063511952801465115,0.0016406100951084422,0.04380597468549456,0.0,0.0,0.008737482524132196,0.0,0.02906877021046873,0.0,0.42308541825025264,0.0,0.0,0.0,0.0690952029307098,0.012278696683933396,6.981319553652945e-05,0.0,0.0,0.0,0.2968132081751252,0.001834401896511567,0.01714275053157332,0.0,0.0,0.004920626609540214,0.0,0.009350755336647053,0.0017688015662229316,0.07623661136378272,0.0,0.0,0.0,0.0,1.2036757851125769e-05,0.0
subthalamic nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006978178733903924,0.0,0.020009252833680314,0.020973089675379752,0.32076490091757265,0.0,0.0,0.0,0.0,0.02251522862209885,0.0
superior frontal gyrus,9.06942025042281e-05,0.000260556520606276,9.271884017658475e-05,0.0,1.114347821241966e-05,0.0,1.0776811547347197e-05,0.0,0.001519897094841027,0.0,6.509130406482042e-05,0.0,0.0008481956484861059,0.008926531845246962,0.028592921614813385,5.452173889338374e-06,0.02932537813336792,0.0004397768096821298,0.002481855061673094,0.009063920250446724,0.0002291028975546251,0.0,0.024347065111534498,0.020638997011714507,0.0014064217330155577,0.0,2.729275350452426e-05,0.024307959314603077,0.013621698491499861,0.006559602870030712,0.004331050705807026,0.006124927509601764,4.8942028772715815e-06,0.009468226045790321,6.563333304797101e-05,0.0,0.0026957811476995023,0.017251985432237743,0.006078233306906232,5.225797078728418e-05,1.822173905120983e-05,6.424637653226213e-06,3.480144912405167e-05,3.9663767943490865e-05,0.2811698350094065,0.005962414466830082,0.010066657927246415,0.00021359130341916824,0.012423288351782804,0.007878375328065035,0.0
superior parietal lobule,0.0,0.004822823688647021,0.003470044809649091,2.4026621496618255e-06,1.5937658926090107e-05,0.00024951646424238057,4.737248871749899e-05,0.0,0.023414583358361066,0.0,1.6017747664412168e-07,0.0,0.0,0.0007238820613239469,0.0014035551390941163,0.0,0.09344397592532526,0.00010407531544951806,0.037009366377946766,0.0004226282721255151,0.0002491560649199313,0.0,1.3214641823140039e-06,0.00344357548163365,0.0007112280406690613,0.0,0.0008660796162147659,1.5657348341962896e-05,0.0,0.03143286761731999,0.0017903036564513482,0.0017273939524993693,0.0,0.0071299800178597885,0.001525450198820293,0.0,0.00216111451488249,0.0006367455140295447,0.23977222762821207,0.0,0.0,0.0131649467610112,0.0,0.0,0.011675856849389123,0.3412379316282441,0.021078635127721516,0.0055843074126131756,0.004690396959831493,0.0010774738410158455,0.008698517957897351
superior temporal gyrus,0.0,0.003716462231163806,0.0004093306303554542,0.0,0.0,0.0,0.0,0.0,0.007731872987954056,0.0,0.00019961185060543755,0.0,0.0005646885697778418,0.010974825588694332,0.10632864860322601,0.0,0.03972651227273577,0.0012374490890516474,0.01543754015248324,0.04022413414840423,0.00011074306648417403,0.0,0.12924329493686887,0.02973465773570279,0.019817955436094863,0.0,0.000124098651425225,0.15010710096237456,0.0820900667439943,0.047513973370985015,0.0,0.004809815387554169,0.0009291155577909516,0.13756035912229406,0.02560987556709799,0.0,0.0018997417174257103,0.014367793894880573,0.051462461818367944,0.0003569911758567409,0.0,0.0,0.0,0.0,0.06171752966726617,0.04566426095282497,0.2242952817317328,0.040239872080929356,0.15745094006352783,0.002086936483653522,0.019638268674374453
supramarginal gyrus,0.0,0.04769465694432239,0.0,0.0,0.0,0.0,0.0,0.0,0.0015566652159217428,0.0,0.0,0.0,0.005159008524207818,0.017038531834482756,0.12125260181005362,0.0,0.001615497371412911,0.0,0.013198439381263229,0.2223535430640284,6.481622616398412e-05,0.0,1.0757879861242176e-06,0.13243084582687384,0.18075786439678987,0.0,0.0,0.0026136269122887866,0.0,0.020242430167408076,0.010837151988469705,0.0,0.0,0.021359434280750676,0.02402987624605665,0.0,0.034320460700826116,0.026894296232610644,0.012637953840492511,2.0036551241563554e-05,0.0,0.0,0.0,0.0,0.002462545936987467,0.019122669347351032,0.03946124806601896,0.10871402388477934,0.028955102593529847,0.0,0.001138250926068555
temporal pole,0.00034097348059753443,0.004486033366303713,0.0005564952783515999,0.0,0.0,0.0,0.0,0.0,0.0014710869689423217,0.0,3.4507948971567024e-05,0.0,0.00027510261091510013,0.013549305918471432,0.28161980836643913,0.0,0.026128807427997634,0.0034457279071811306,0.020336276905061557,0.08421258713693924,5.241713767832965e-07,0.0,0.038434778840739085,0.026764365222347382,0.021401480504581346,0.0,0.00014414712861540656,0.0527232537623711,0.019517521214526046,0.024009320465974374,1.7996550602893183e-05,0.013224756474346441,0.0010452850872020238,0.18272011397582416,0.012161038027060872,0.0,1.1269684600840876e-05,0.003906998718750432,0.010928711120243342,0.00039950595100500254,0.0,0.0,0.0,0.0,0.09547834045245425,0.010156082510864762,0.23636835549442553,0.02689462180947803,0.24401322030101763,0.004138682467288648,0.0
thalamus,3.178937293978372e-05,1.1302888156367546e-05,2.811593428896427e-05,0.0013138194620757725,0.0,0.0,0.0,0.0,0.005442340647290973,0.04421195345414143,0.0015326716340034391,0.0,0.0,0.007454254739124397,0.08249427049535049,8.477166117275659e-07,0.014682310429019487,0.00014001452703700298,0.04551588288908038,0.023883426532710486,0.0,0.014665214810682982,0.0017820416039532982,0.017687324531491754,0.0006664465429198214,0.04010081045946664,0.0,0.01112373737908912,0.0004545173899879299,0.041433420973102375,0.02270015542884076,0.003959119148971642,0.0,0.022659041173171975,0.0,0.02834750221006785,0.005725619281709935,0.03309683452727154,0.02786373859697532,0.0,0.00016276158945169265,0.0,0.00020458227563025256,0.00017929206338038019,0.0924769813150543,0.04345296451444135,0.02125211416990812,0.0,0.03142923466590146,0.26094511642469304,0.0
transverse gyri,0.0,1.2363970565507407e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.044675146976700095,0.0,0.0,0.0,0.0002725225178813924,0.0,0.0,0.0,0.0,0.0,0.0027468621273035623,0.0,0.00018236856584123425,0.0,0.03136069617396931,0.0,0.004097110746145017,0.0,0.0,0.17555035123979715,0.0,0.007553870850084796,0.0,0.0,0.0,0.12060847220476384,0.0066770592708142295,0.0,0.013347936556345705,0.017397136916549382,0.22623078175325223,0.0,0.0,0.0,0.0,0.0,0.0,0.2026434169069055,0.33446446491826387,0.004746219200834156,0.034503720524809336,0.0,0.14010748411744947
